AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"MATHAM, Theodor","(b. ca. 1605, Haarlem, d. 1676, Amsterdam)",Man with Roemer and Pipe,1633,"Ink on vellum, 410 x 330 mm","Fogg Art Museum, Cambridge",https://www.wga.hu/detail/m/matham/theodor/man_pipe.jpg,graphics,portrait,Dutch,1601-1650
"MATHEY, Jean Baptiste","(b. ca, 1630, Dijon, d. ca. 1696, Paris)",Exterior view,1675-79,Photo,"Archbishop Palace, Prague",https://www.wga.hu/detail/m/mathey/palace1.jpg,architecture,other,French,1651-1700
"MATTEINI, Teodoro","(b. 1754, Pistoia, d. 1831, Venezia)",Girl with Letter,1797,"Oil on canvas, 59 x 47 cm","Museo d'Arte Moderna, Ca' Pesaro, Venice",https://www.wga.hu/detail/m/matteini/girl_let.jpg,painting,portrait,Italian,1801-1850
"MATTEIS, Paolo de","(b. 1662, Salerno, d. 1728, Napoli)",Apollo and Daphne,c. 1702,"Oil on canvas, 61 x 50 cm",Private collection,https://www.wga.hu/detail/m/matteis/apollo.jpg,painting,mythological,Italian,1701-1750
MATTEO DA CAMPIONE,"(b. ca. 1335, Campione d'Italia, d. 1396, Monza)",Exterior view,1390-96,Photo,"Duomo, Monza",https://www.wga.hu/detail/m/matte/monza1.jpg,architecture,other,Italian,1351-1400
MATTEO di Giovanni,"(b. ca. 1430, Borgo San Sepolcro, d. 1495, Siena)",St Nicholas of Bari,1455-60,"Tempera on wood, 43 x 25 cm","Lindenau-Museum, Altenburg",https://www.wga.hu/detail/m/matteo/altar1.jpg,painting,religious,Italian,1451-1500
MATTEO DI PACINO,(active 1359-1374 in Florence),Apparition of the Virgin to St Bernard,1360s,Panel,"Galleria dell'Accademia, Florence",https://www.wga.hu/detail/m/matteo_p/appariti.jpg,painting,religious,Italian,1351-1400
MATTEO DI SER CAMBIO,(active 1377-1427 in Perugia),Gregory IX: Decretals,1370s,Manuscript (Ms. 488),"Biblioteca Classense, Ravenna",https://www.wga.hu/detail/m/matteo_c/decretal.jpg,illumination,religious,Italian,1451-1500
MATTHEW PARIS,(c. 1200-1259),Book of Additions,c. 1250,Manuscript (Cotton MS Nero D I,"British Library, London",https://www.wga.hu/detail/m/matthew/book_add.jpg,illumination,religious,English,1201-1250
"MATTHIEU, Georg David","(b. 1737, Berlin, d. 1778, Ludwigslust)",Friedrich der Fromme,-,Oil on canvas,Private collection,https://www.wga.hu/detail/m/matthieu/fromme.jpg,painting,portrait,German,1751-1800
"MAUFRA, Maxime","(b. 1861, Nantes, d. 1918, Poncé-sur-le-Loir)",Ile de Bréhat,1892,"Oil on canvas, 60 x 72 cm",Private collection,https://www.wga.hu/detail/m/maufra/brehat.jpg,painting,landscape,French,1851-1900
"MAULBERTSCH, Franz Anton","(b. 1724, Langenargen, d. 1796, Wien)",Rebecca and Eliezer,1745-50,"Oil on canvas, 72 x 91,5 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/m/maulbert/01youth.jpg,painting,religious,Austrian,1751-1800
"MAUPERCHÉ, Henri","(b. 1602, Paris, d. 1686, Paris)",Landscape with Jephthah and his Daughter,-,"Oil on canvas, 122 x 11 cm","City Art Gallery, Birmingham",https://www.wga.hu/detail/m/mauperch/landscap.jpg,painting,landscape,French,1601-1650
"MAUREAU, Alphonse",(active in 1870s),Banks of the Seine,c. 1877,"Oil on panel, 15 x 24 cm","Galleria d'Arte Moderna, Florence",https://www.wga.hu/detail/m/maureau/banksein.jpg,painting,landscape,French,1851-1900
"MAURER, Hubert","(b. 1738, Röttchen, d. 1818, Wien)",Odysseus with Circe,1785,"Oil on canvas, 107 x 54 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/m/maurer/odysseus.jpg,painting,mythological,Austrian,1751-1800
"MAUVE, Anton","(b. 1838, Zaandam, d. 1888, Arnhem)",Morning Ride on the Beach,1876,"Oil on canvas, 45 x 70 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/m/mauve/morning.jpg,painting,landscape,Dutch,1851-1900
"MAY, Edward Harrison","(b. 1824, Croydon, d. 1887, Paris)",Jewish Captives at Babylon,1861,"Oil on canvas, 198 x 131 cm",Private collection,https://www.wga.hu/detail/m/may/captives.jpg,painting,historical,American,1851-1900
"MAYER, Marie-Constance","(b. 1775, Paris, d. 1821, Paris)",The Sleep of Venus and Cupid,1806,"Oil on canvas, 97 x 145 cm","Wallace Collection, London",https://www.wga.hu/detail/m/mayer/venus_cu.jpg,painting,mythological,French,1801-1850
"MAYR, Johann Ulrich","(b. 1630, Augsburg, d. 1704, Augsburg)",Self-Portrait,1650,"Oil on canvas, 107 x 89 cm","Germanisches Nationalmuseum, Nuremberg",https://www.wga.hu/detail/m/mayr/self_por.jpg,painting,portrait,German,1651-1700
"MAZENTA, Giovanni Ambrogio","(b. 1565, Milano, d. 1635, Roma)",Exterior view,1605-23,Photo,"Santissimo Salvatore, Bologna",https://www.wga.hu/detail/m/mazenta/salvato1.jpg,architecture,other,Italian,1601-1650
"MAZIÈRE, Simon","(b. 1648, Pontoise, d. after 1721)",The Raising of the Cross,1714,Stone,"Cathedral, Chartres",https://www.wga.hu/detail/m/maziere/raising.jpg,sculpture,religious,French,1651-1700
"MAZO, Juan Bautista Martinez del","(b. 1610/15, Cuenza, d. 1667, Madrid)",The Artist's Family,1659-60,"Oil on canvas, 150 x 172 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/detail/m/mazo/a_family.jpg,painting,portrait,Spanish,1601-1650
"MAZONE, Giovanni",(active 1453-1512 in Liguria),Della Rovere Triptych,c. 1489,"Oil on poplar panel, 178 x 189 cm","Musée du Petit Palais, Avignon",https://www.wga.hu/detail/m/mazone/rovere.jpg,painting,religious,Italian,1451-1500
"MAZZA, Giuseppe Maria","(b. 1653, Bologna, d. 1741, Bologna)",Scenes from the Life of St Dominic,1716-35,Bronze reliefs,"Santi Giovanni e Paolo, Venice",https://www.wga.hu/detail/m/mazza/dominic1.jpg,sculpture,religious,Italian,1651-1700
"MAZZA, Tommaso del",(active 1375-1391 in Florence),Madonna and Child with Six Saints,c. 1390,"Tempera on panel, 81 x 54 cm","High Museum of Art, Atlanta",https://www.wga.hu/detail/m/mazza_t/madonna.jpg,painting,religious,Italian,1351-1400
"MAZZANTI, Ludovico","(b. 1686, Roma, d. 1775, Orvieto)",Assumption of the Virgin,1720,Fresco,"Sant'Ignazio, Rome",https://www.wga.hu/detail/m/mazzanti/assumpti.jpg,painting,religious,Italian,1701-1750
"MAZZETTI TENCALLA, Carpoforo","(b. 1685, Bissone, d. 1743, Venezia)",Gilded stucco decoration,1732,Stucco,"Scuola Grande dei Carmini, Venice",https://www.wga.hu/detail/m/mazzetti/stucco.jpg,sculpture,other,Italian,1701-1750
"MAZZIERE, Agnolo di Domenico","(b. ca. 1466, Firenze, d. 1513, Firenze)",Sts Bartholomew and Julian the Hospitaler,-,"Tempera and gold on panel, 78 x 64 cm","Ashmolean Museum, Oxford",https://www.wga.hu/detail/m/mazziere/bartholo.jpg,painting,religious,Italian,1451-1500
"MAZZOLA BEDOLI, Girolamo","(b. 1500, Viadana, d. ca. 1569, Parma)",The Holy Family,c. 1530,"Oil on panel, 91 x 65 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/m/mazzola/holyfami.jpg,painting,religious,Italian,1501-1550
"MAZZOLA, Giuseppe","(b. 1748, Valduggia, d. 1838, Milano)",The Wedding of Peleus and Thetis,-,Oil on canvas,"Galleria Sabauda, Turin",https://www.wga.hu/detail/m/mazzola1/peleus_t.jpg,painting,mythological,Italian,1751-1800
"MAZZOLANI, Giuseppe","(b. 1842, Ferrara, d. 1916, Ferrara)",Allegory of September,1898,Pen and ink drawing,"Musei Civici d'Arte Antica, Ferrara",https://www.wga.hu/detail/m/mazzolan/schifan1.jpg,graphics,mythological,Italian,1851-1900
"MAZZOLINO, Ludovico","(b. ca. 1480, Ferrara, d. after 1528)",Adoration of the Shepherds,1520-24,"Oil on wood, 79,5 x 60,5 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/detail/m/mazzolin/adoratio.jpg,painting,religious,Italian,1501-1550
"MAZZONI, Guido","(b. ca. 1450, Modena, d. 1518, Modena)",Adoration of the Child,1485-89,Pigmented terracotta,"Duomo, Modena",https://www.wga.hu/detail/m/mazzoni/guido/adorati.jpg,sculpture,religious,Italian,1451-1500
"MAZZONI, Sebastiano","(b. ca. 1611, Firenze, d. 1678, Venezia)",Annunciation,c. 1650,"Oil on canvas, 226 x 157 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/detail/m/mazzoni/sebastia/annuncia.jpg,painting,religious,Italian,1601-1650
"MAZZUOLI, Giuseppe","(b. 1643, Volterra, d. 1725, Roma)",The Death of Adonis,1709,"Marble, height 193 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/m/mazzuoli/adonis.jpg,sculpture,mythological,Italian,1651-1700
"MCCULLOCH, Horatio","(b. 1805, Glasgow, d. 1867, Edinburgh)","Kilchurn Castle, Loch Awe",1854,"Oil on canvas, 116 x 184 cm",Private collection,https://www.wga.hu/detail/m/mcculloc/kilchurn.jpg,painting,landscape,Scottish,1801-1850
"MCNICOLL, Helen Galloway","(b. 1879, Toronto, d. 1915, Swanage)",In the Shadow of the Tent,1914,"Oil on canvas, 82 x 102 cm","Museum of Fine Arts, Montreal",https://www.wga.hu/detail/m/mcnicoll/shadow.jpg,painting,genre,American,1851-1900
"MECKEL, Adolf von","(b. 1856, Berlin, d. 1893, Berlin)",Bedouins in the Desert,1891,"Oil on canvas, 181 x 266 cm",Private collection,https://www.wga.hu/detail/m/meckel/bedouins.jpg,painting,landscape,German,1851-1900
"MECKENEM, Israhel van the Younger","(b. 1440/45, Meckenheim, d. 1503, Bocholt)",The Artist and His Wife Ida,c. 1490,"Copper engraving, 142 x 175 mm","Staatliche Museen, Berlin",https://www.wga.hu/detail/m/meckenem/detailist_w.jpg,graphics,portrait,German,1451-1500
"MEDARD, Jules-Ferdinand","(b. ca. 1855, Anzin, d. 1925, Anzin)",Still-Life,-,"Oil on canvas, 62 x 47 cm",Private collection,https://www.wga.hu/detail/m/medard/stillife.jpg,painting,still-life,French,1851-1900
"MEDIEVAL SCULPTOR, Catalan",(active c. 1020 in Catalonia),Capital,c. 1020,Stone,"Monastery, Sant Pere de Roda",https://www.wga.hu/detail/zgothic/1romanes/cap-11c/21s_1000.jpg,sculpture,religious,Catalan,1001-1050
"MEDIEVAL SCULPTOR, English",(active c. 1100 in Canterbury),Capital,c. 1100,Stone,"Cathedral, Canterbury",https://www.wga.hu/detail/zgothic/1romanes/cap-11c/2e1_1000.jpg,sculpture,religious,English,1051-1100
"MEDIEVAL SCULPTOR, Flemish",(active in the 1390s),Saints from an Altarpiece,1391-99,Gilded wood,"Charterhouse of Champmol, Dijon",https://www.wga.hu/detail/zgothic/gothic/5/08f_1400.jpg,sculpture,religious,Flemish,1351-1400
"MEDIEVAL SCULPTOR, French",(active 1010s in Burgundy),Capital,1010s,Stone,"Saint-Bénigne, Dijon",https://www.wga.hu/detail/zgothic/1romanes/cap-11c/01f_1000.jpg,sculpture,religious,French,1001-1050
"MEDIEVAL SCULPTOR, German",(active 1120s),Capital with figural decoration,1120s,Stone,"St Servatius, Quedlinburg",https://www.wga.hu/detail/zgothic/1romanes/cap-12c1/4g1_1101.jpg,sculpture,religious,German,1101-1150
"MEDIEVAL SCULPTOR, Italian",(active 1020s in Aquileia),Capital,1020s,Stone,"Basilica, Aquileia",https://www.wga.hu/detail/zgothic/1romanes/cap-11c/3i1_1000.jpg,sculpture,religious,Italian,1001-1050
"MEDIEVAL SCULPTOR, Netherlandish",(active c. 1112-1132 in Holland),The Egmond Tympanum,1112-32,"Sandstone, 88 x 275 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/zgothic/1romanes/po-12c12/3n1_1101.jpg,sculpture,religious,Netherlandish,1101-1150
"MEDIEVAL SCULPTOR, Portuguese",(active 1360s),Sarcophagus of Pedro I,1360-67,"White limestone, length over 3 m","Abbey church, Alcobaça",https://www.wga.hu/detail/zgothic/gothic/5/07p_1400.jpg,sculpture,religious,Portuguese,1351-1400
"MEDIEVAL SCULPTOR, Spanish",(active 1066-1090),Capital,1066-90,Stone,"San Martín, Frómista",https://www.wga.hu/detail/zgothic/1romanes/cap-11c/22s_1000.jpg,sculpture,religious,Spanish,1051-1100
"MEDIEVAL SCULPTOR, Swiss",(active 1190s in Basel),Gallus Gate,1190s,Stone,"Minster of Our Lady, Basel",https://www.wga.hu/detail/zgothic/1romanes/po-12c3/6s1_1167.jpg,sculpture,religious,Swiss,1151-1200
"MEDNYÁNSZKY, László","(b. 1852, Beckó, d. 1919, Wien)",Marshland,1880,"Oil on canvas, 28 x 42 cm","Magyar Nemzeti Galéria, Budapest",https://www.wga.hu/detail/m/mednyans/01mednya.jpg,painting,landscape,Hungarian,1851-1900
"MEDUNA, Giovanni Battista","(b. 1800, Venezia, d. 1880, Venezia)",Imperial box,1854,Photo,"Teatro La Fenice, Venice",https://www.wga.hu/detail/m/meduna/lafenice.jpg,architecture,interior,Italian,1801-1850
"MEHUS, Livio","(b. ca. 1630, Oudenaarde, d. 1691, Firenze)",The Flight to Egypt,-,"Oil on wood, 55 x 39 cm",Private collection,https://www.wga.hu/detail/m/mehus/fl_egypt.jpg,painting,religious,Flemish,1651-1700
"MEI, Bernardino","(b. 1612, Siena, d. 1676, Roma)",Allegory of Justice,1656,"Oil on canvas, 114 x 155 cm",Private collection,https://www.wga.hu/detail/m/mei/allegor1.jpg,painting,mythological,Italian,1651-1700
"MEIFRÉN Y ROIG, Eliseo","(b. 1859, Barcelona, d. 1940, Barcelona)",The Marne,-,"Oil on canvas, 60 x 80 cm","Museu Nacional d'Art de Catalunya, Barcelona",https://www.wga.hu/detail/m/meifren/themarne.jpg,painting,landscape,Catalan,1851-1900
"MEISSONIER, Jean-Louis-Ernest","(b. 1815, Lyon, d. 1891, Paris)",Barricades in June 1848,1849,"Oil on canvas, 29 x 22 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/m/meissoni/barricad.jpg,painting,historical,French,1801-1850
"MEISSONNIER, Juste-Aurèle","(b. 1698, Torino, d. 1750, Paris)",Design for a Large Centrepiece and Two Terrines in Silver,1735,Engraving,"Bibliothèque Nationale, Paris",https://www.wga.hu/detail/m/meissonn/design.jpg,metalwork,study,French,1701-1750
"MEIT, Conrad","(b. ca. 1480, Worms, d. 1550, Antwerpen)",Philibert of Savoy,1515-25,"Boxwood, height 12 cm","British Museum, London",https://www.wga.hu/detail/m/meit/bust1.jpg,sculpture,portrait,German,1501-1550
"MEKEREN, Jan van","(b. 1658, Tiel, d. 1733, Amsterdam)",Cabinet,1690-1710,"Oak, veneered with various woods, 205 x 173 x 61 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/m/mekeren/cabinet.jpg,furniture,other,Dutch,1651-1700
"MELBYE, Anton","(b. 1818, København, d. 1875, Paris)",Ships in Calm Water on the Bosphorus,1863,"Oil on canvas laid on board, 44 x 60 cm",Private collection,https://www.wga.hu/detail/m/melbye/calmwate.jpg,painting,landscape,Danish,1801-1850
"MELÉNDEZ, Luis","(b. 1716, Napoli, d. 1780, Madrid)",Portrait of the Artist,1746,"Oil on canvas, 100 x 82 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/m/melendez/port_art.jpg,painting,portrait,Spanish,1751-1800
MELIORE,(active 1260-1280 in Florence),Christ the Redeemer and Four Saints,1271,"Tempera on wood, 85 x 210 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/detail/m/meliore/redeemer.jpg,painting,religious,Italian,1251-1300
"MELLAN, Claude","(b. 1598, Abbeville, d. 1688, Paris)",Frontispiece of a Bible,1642,"Engraving, 412 x 262 mm","Bibliothèque Nationale, Paris",https://www.wga.hu/detail/m/mellan/bible.jpg,graphics,religious,French,1601-1650
"MELLIN, Charles","(b. ca. 1600, Nancy, d. 1649, Roma)",The Tuscan General Alessandro del Borro (?),c. 1645,"Oil on canvas, 203 x 121 cm","Staatliche Museen, Berlin",https://www.wga.hu/detail/m/mellin/general.jpg,painting,portrait,French,1601-1650
"MELONE, Altobello","(b. ca. 1485, Cremona, d. ca. 1543, Cremona)",Tobias and the Angel,1521-23,"Oil on panel, 112 x 48 cm","Ashmolean Museum, Oxford",https://www.wga.hu/detail/m/melone/angeltob.jpg,painting,religious,Italian,1501-1550
MELOZZO DA FORLI,"(b. 1438, Forli, d. 1494, Forli)",Music-making Angel,1480-84,Fresco,"Pinacoteca, Vatican",https://www.wga.hu/detail/m/melozzo/angel1.jpg,painting,religious,Italian,1451-1500
"MELZI, Francesco","(b. 1493, Milano, d. 1570, Milano)",Flora,1517-21,"Oil on canvas transferred from wood, 76 x 63 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/m/melzi/flora1.jpg,painting,mythological,Italian,1501-1550
"MEMBERGER, Kaspar the Elder","(b. ca. 1555, Konstanz, d. 1618, Konstanz)",Noah's Ark Cycle: 1. Building of the Ark,1588,"Oil on canvas, 128 x 166 cm","Residenzgalerie, Salzburg",https://www.wga.hu/detail/m/memberge/noahark1.jpg,painting,religious,Swiss,1551-1600
"MEMLING, Hans","(b. ca. 1440, Seligenstadt, d. 1494, Bruges)",The Presentation in the Temple,1463,"Oil on wood, 60 x 48 cm","National Gallery of Art, Washington",https://www.wga.hu/detail/m/memling/1early1/01prese.jpg,painting,religious,Flemish,1451-1500
"MEMMI, Lippo","(b. ca. 1285, Siena, d. ca. 1361, Siena)",Scenes from the Life of Christ (first bay),c. 1340,"Fresco, height 800 cm","Collegiata Santa Maria Assunta, San Gimignano",https://www.wga.hu/detail/m/memmi/gimignan/1bay.jpg,painting,religious,Italian,1301-1350
MEMMO DI FILIPPUCCIO,(active 1288-1324),Erotic scenes,1300-10,Fresco,"Palazzo del Podestà, San Gimignano",https://www.wga.hu/detail/m/memmo/eroticsc.jpg,painting,other,Italian,1301-1350
"MENA, Pedro de","(b. 1628, Granada, d. 1688, Málaga)",Choir-stalls,1658-62,Cedarwood,"Cathedral, Málaga",https://www.wga.hu/detail/m/mena/choir1.jpg,sculpture,religious,Spanish,1651-1700
"MÉNAGEOT, François-Guillaume","(b. 1744, London, d. 1816, Paris)",The Death of Leonardo da Vinci in the Arms of Francis I,1781,"Oil on canvas, 278 x 357 cm","Musée de l'Hôtel de Ville, Amboise",https://www.wga.hu/detail/m/menageot/death_le.jpg,painting,historical,French,1751-1800
"MÊNE, Pierre-Jules","(b. 1810, Paris, d. 1879, Paris)",A Horse by a Fence,1846,"Bronze, 33 x 31 x 12 cm",Private collection,https://www.wga.hu/detail/m/mene/a_horse.jpg,sculpture,other,French,1801-1850
MENEGHELLO di Giovanni de' Canali,(documented 1383-1427),Altarpiece of the Virgin Mary,c. 1410,"Tempera on wood, 161 x 221 cm (framed)","National Gallery, London",https://www.wga.hu/detail/m/meneghel/1altar.jpg,painting,religious,Italian,1401-1450
"MENESES OSORIO, Francisco","(b. ca. 1640, Sevilla, d. 1721, Sevilla)",The Virgin of the Assumption,c. 1700,"Oil on canvas, 167 x 110 cm","Wallace Collection, London",https://www.wga.hu/detail/m/meneses/assumpti.jpg,painting,religious,Spanish,1651-1700
"MENGOZZI COLONNA, Girolamo","(b. 1688, Ferrara, d. 1774, Venezia)",Fresco decoration,1745-47,Fresco,"Palazzo Labia, Venice",https://www.wga.hu/detail/m/mengozzi/decorati.jpg,painting,interior,Italian,1701-1750
"MENGS, Anton Raphael","(b. 1728, Aussig, d. 1779, Roma)",Portrait of the Singer Domenico Annibaldi,1750,"Oil on canvas, 125 x 95 cm","Pinacoteca di Brera, Milan",https://www.wga.hu/detail/m/mengs/annibald.jpg,painting,portrait,German,1751-1800
"MENJAUD, Alexandre","(b. 1773, Paris, d. 1832, Paris)",François I and La Belle Ferronière,1810,"Oil on canvas, 66 x 82 cm",Private collection,https://www.wga.hu/detail/m/menjaud/francois.jpg,painting,historical,French,1801-1850
